Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B Intent > Biotech > Clinical & Diagnostics > Laboratory Automation,1012599501,Cybba > Behavioral Audience > Lifestyle > Laboratory Automation Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Lab Automation,1012599491,Cybba > Behavioral Audience > Lifestyle > Lab Automation Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Lab Data Management & Analysis,1012599481,Cybba > Behavioral Audience > Lifestyle > Lab Data Management & Analysis Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1,0.3615,"Cybba > Purchase Audience > B2B Consulting > Data Processing, Hosting, and Related Services",0.5294,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Lab Data Management & Analysis > Laboratory Information Management Systems,1012599471,Cybba > Behavioral Audience > Lifestyle > Laboratory Information Management Systems Enthusiasts,75301061:69592671 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 0; 94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1,0.3252,Cybba > B2B Audience > Seniority > Manager,0.5902,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Life Science,1012599461,Cybba > Behavioral Audience > Lifestyle > Life Science Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104931 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 0,0.4628,Cybba > B2B Audience > Employment Industry > Science,0.3122,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Life Science > Cloning,1012599451,Cybba > Behavioral Audience > Lifestyle > Cloning Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,0.4121,Cybba > B2B Audience > Employment Industry > Science,0.2765,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Life Science > Crisprcrispr-Associated Protein 9,1012599441,Cybba > Behavioral Audience > Lifestyle > Crisprcrispr-Associated Protein 9 Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,0.4121,Cybba > B2B Audience > Employment Industry > Science,0.2765,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Life Science > Dna Extraction,1012599431,Cybba > Behavioral Audience > Lifestyle > Dna Extraction Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,0.4121,Cybba > B2B Audience > Employment Industry > Science,0.2765,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Life Science > Rna Sequencing,1012599421,Cybba > Behavioral Audience > Lifestyle > Rna Sequencing Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,0.4121,Cybba > B2B Audience > Employment Industry > Science,0.2765,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Mass Spectrometry,1012599411,Cybba > Behavioral Audience > Lifestyle > Mass Spectrometry Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Microbiology > Food Safety,1012599401,Cybba > Behavioral Audience > Lifestyle > Food Safety Enthusiasts,116540341:5037941 | Cybba > Cybba > Behavioral Audience > Food > Meal Plan Executors > 1; 94042691:85078881 | Cybba > B2B Audience > Employment Industry > Food Drink > 1,0.4788,Cybba > Behavioral Audience > Food and Health > Food and Beverage Stores,0.5065,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Plasticware And Supplies,1012599391,Cybba > Behavioral Audience > Lifestyle > Plasticware And Supplies Enthusiasts,75301441:69593361 | Cybba > BEHAVIORAL AUDIENCE > OUTDOOR SUPPLIES > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.3787,"Cybba > Behavioral Audience > Outdoor Supplies > Machinery, Equipment, and Supplies Merchant Wholesalers",0.2957,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Radiation Detection & Measurement,1012599381,Cybba > Behavioral Audience > Lifestyle > Radiation Detection & Measurement Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Water Quality,1012599371,Cybba > Behavioral Audience > Lifestyle > Water Quality Enthusiasts,75301761:69600821 | Cybba > BEHAVIORAL AUDIENCE > TRAVEL & TOURISM > SIGHTSEEING AND SCENIC TRANSPORTATION. WATER > 1; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3166,"Cybba > Behavioral Audience > Travel & Tourism > Sightseeing and Scenic Transportation, Water",0.4603,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales,1012599361,Cybba > Behavioral Audience > Lifestyle > Business & Sales Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,0.3942,Cybba > B2B Audience > Role > Small Business Owners,0.5394,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy",1012599351,"Cybba > Behavioral Audience > Lifestyle > Budgeting, Planning & Strategy Enthusiasts",76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Account Planning",1012599341,Cybba > Behavioral Audience > Lifestyle > Account Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Aftersales Management",1012599331,Cybba > Behavioral Audience > Lifestyle > Aftersales Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Assortment Planning",1012599321,Cybba > Behavioral Audience > Lifestyle > Assortment Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Base Erosion And Profit Shifting",1012599311,Cybba > Behavioral Audience > Lifestyle > Base Erosion And Profit Shifting Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Activity Monitoring",1012599301,Cybba > Behavioral Audience > Lifestyle > Business Activity Monitoring Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Analytics",1012599291,Cybba > Behavioral Audience > Lifestyle > Business Analytics Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Collaboration",1012599281,Cybba > Behavioral Audience > Lifestyle > Business Collaboration Enthusiasts,80204231:75103281 | Cybba > Event Audience > Theatre Show > COLLABORATION > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.4747,Cybba > B2B Audience > Role > Small Business Owners,0.596,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Communications",1012599271,Cybba > Behavioral Audience > Lifestyle > Business Communications Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Enablement",1012599261,Cybba > Behavioral Audience > Lifestyle > Business Enablement Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Metrics",1012599251,Cybba > Behavioral Audience > Lifestyle > Business Metrics Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Network",1012599241,Cybba > Behavioral Audience > Lifestyle > Business Network Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116626071:5039331 | Cybba > Cybba > Behavioral Audience > Tech > Home Network Tuners > 1,0.4213,Cybba > B2B Audience > Role > Small Business Owners,0.5913,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Planning",1012599231,Cybba > Behavioral Audience > Lifestyle > Business Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Process As A Service",1012599221,Cybba > Behavioral Audience > Lifestyle > Business Process As A Service Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3862,Cybba > B2B Audience > Role > Small Business Owners,0.5154,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Process Automation",1012599211,Cybba > Behavioral Audience > Lifestyle > Business Process Automation Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80163291:75064261 | Cybba > Behavioral Audience > Process. Physical Distribution. and Logistics Consulting Services > 0,0.3673,Cybba > B2B Audience > Role > Small Business Owners,0.5852,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Process Management",1012599201,Cybba > Behavioral Audience > Lifestyle > Business Process Management Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80163291:75064261 | Cybba > Behavioral Audience > Process. Physical Distribution. and Logistics Consulting Services > 0,0.331,Cybba > Purchase Audience > B2B Consulting,0.5964,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Process Outsourcing",1012599191,Cybba > Behavioral Audience > Lifestyle > Business Process Outsourcing Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80163291:75064261 | Cybba > Behavioral Audience > Process. Physical Distribution. and Logistics Consulting Services > 0,0.3673,Cybba > B2B Audience > Role > Small Business Owners,0.5852,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Business Transformation",1012599181,Cybba > Behavioral Audience > Lifestyle > Business Transformation Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.4172,Cybba > B2B Audience > Role > Small Business Owners,0.6942,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Change Management",1012599171,Cybba > Behavioral Audience > Lifestyle > Change Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Collaborative Innovation",1012599161,Cybba > Behavioral Audience > Lifestyle > Collaborative Innovation Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Competitive Swot Analysis",1012599151,Cybba > Behavioral Audience > Lifestyle > Competitive Swot Analysis Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Connected Retail",1012599141,Cybba > Behavioral Audience > Lifestyle > Connected Retail Enthusiasts,94043101:85079701 | Cybba > Behavioral Audience > Retail > Consumer Retail Grocery > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3608,Cybba > B2B Audience > Industry > Retail Executives,0.4245,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Budgeting, Planning & Strategy > Cost Of Carry",1012599121,Cybba > Behavioral Audience > Lifestyle > Cost Of Carry Enthusiasts,80204261:75103341 | Cybba > Event Audience > Theatre Show > COST OF LIVING > 1; 116621601:5039041 | Cybba > Cybba > Behavioral Audience > Auto > Ownership Cost Managers > 1,0.3387,Cybba > Cybba > B2B Audience > Industry > Construction Project Controllers,0.2578,Behavioral Audience > Lifestyle
